,0,1,2,3,4
0,电气设备：铅蓄行业规范整治有望加速 荐7股,长江证券,刘元瑞,看好,2013-03-31
1,金融：信托发展趋势 荐6股,银河证券,马勇,推荐,2013-03-31
2,造纸印刷包装：关注一季度业绩披露行情增 荐3股,宏源证券,赵曦,增持,2013-03-31
3,交通运输：BDI保持稳定 欧地航线集装箱运价再次大跌,山西证券,孟令茹,中性,2013-03-31
4,有色金属：关注再生周报 荐3股,广发证券,巨国贤 肖征 ,持有,2013-03-31
5,半导体、电子设备：重申两条投资主线 荐1股,光大证券,蒯剑 周励谦 ,买入,2013-03-31
6,商业零售：公司2012年盈利能力大幅收窄 荐5股,安信证券,张静,同步大市,2013-03-31
7,钢铁：2012年报亏损严重但预计2013H1将改善 荐3股,银河证券,胡皓,谨慎推荐,2013-03-31
8,地产：四月楼市环比价稳量降 开发商拿地谨慎或致新开工增长放缓,莫尼塔,施琪 罗雨 ,无,2013-03-31
9,日常消费品：生猪存栏继续下滑 母猪存栏小幅回落,长江证券,陈志坚,看好,2013-03-31
10,机械制造：智能装备 荐3股,银河证券,邱世梁 邹润芳 ,推荐,2013-03-31
11,机械制造：机械行业周报 荐9股,长江证券,李佳,看好,2013-03-31
12,信息科技：水利部印发《全国水利信息化发展十二五规划》 荐8股,安信证券,胡又文 侯利 ,同步大市,2013-03-31
13,地产：整体严厉程度低于预期 荐9股,民生证券,肖肖 赵若琼 ,推荐,2013-03-31
14,建材：存在小幅反弹基础 荐3股,民生证券,王钦,推荐,2013-03-31
15,地产：各地细则出台 整体缺乏新意,方正证券,周伟,增持,2013-03-31
16,信息科技：追寻体面生活 荐2股,日信证券,王立,看好,2013-03-31
17,地产：板块谨慎乐观 荐7股,安信证券,徐胜利,领先大市,2013-03-31
18,钢铁：钢价将窄幅震荡 荐5股,广发证券,冯刚勇,持有,2013-03-31
19,地产：国五条细则落地 一线城市成交下滑,长江证券,刘俊,看好,2013-03-31
20,造纸印刷包装：待上市公司审批进度与非上市公司PE融资 荐33股,广发证券,李音临,无,2013-03-31
21,交通运输：集运欧跌美涨综指基本持平,长江证券,韩轶超,中性,2013-03-31
22,地产：提升投资评级至推荐 荐5股,银河证券,赵强 徐军平 潘玮 ,推荐,2013-03-31
23,日常消费品：行业低迷中寻求结构性投资机会 荐5股,西南证券,梁从勇,跟随大市,2013-03-31
24,工业综合：布局基建 荐5股,长江证券,史恒辉,中性,2013-03-31
25,工业综合：10个新型煤化工项目近期获路条,长江证券,史恒辉,中性,2013-03-31
26,媒体：《厨子戏子痞子》上映票房不俗 荐3股,长江证券,肖乐乐,看好,2013-03-31
27,信息科技：通信行业周报,长江证券,陈志坚,看好,2013-03-31
28,服装纺织：欧美出口同比大幅增长 荐4股,长江证券,雷玉,中性,2013-03-31
29,金融：涅��重生 助力小额融资需求小微,长城证券,黄飙,无,2013-03-31
30,地产：地产欲断魂 荐8股,长江证券,刘俊,看好,2013-03-31
31,电力：盈利持续提升 荐4股,安信证券,张龙,领先大市,2013-03-31
32,日常消费品：攻守均不可废 荐3股,齐鲁证券,谢刚,中性,2013-03-30
33,造纸印刷包装：通产丽星即将增发 荐5股,银河证券,董俊峰,推荐,2013-03-30
34,金融：惊弓之鸟 荐3股,长江证券,刘俊,看好,2013-03-30
35,半导体、电子设备：关注国产智能手机产业链备货 荐6股,民生证券,尹沿技 卢婷 ,推荐,2013-03-30
36,旅游酒店：2013Q1餐饮业低迷 荐4股,国都证券,杨志刚,中性,2013-03-30
37,家用电器：厨电和黑电的投资机会 荐3股,国海证券,刘金沪,强于大市,2013-03-30
38,工业综合：建筑工程行业周报,宏源证券,周蓉姿,增持,2013-03-30
39,金融：持续推进创新将带动券商股反弹 荐3股,长江证券,刘俊,看好,2013-03-30
40,钢铁：关注有业绩的公司 荐4股,中投证券,初学良,中性,2013-03-30
41,金融：银监会加强理财品监管 流动性投放面临更大政策风险,光大证券,徐高,无,2013-03-30
42,信息科技：未来仍有超预期因素 荐3股,广发证券,梁�D,买入,2013-03-30
43,日常消费品：静待白酒机会 荐5股,宏源证券,苏青青,增持,2013-03-30
44,金融：乘小微金融大发展东风 增长提速,长城证券,黄飙,无,2013-03-30
45,地产：关于北京和上海国五条细则落地的影响,莫尼塔,施琪 罗雨 ,减持,2013-03-30
46,电气设备：子行业亮点可期 荐6股,渤海证券,伊晓奕,中性,2013-03-29
47,金融：规范银行理财 利好券商资产证券化,中信建投,魏涛 刘义 ,增持,2013-03-29
48,服装纺织：国内纺服企业迎转型契机 荐5股,东北证券,叶长青,同步大势,2013-03-29
49,金融：网络时代的产业链中小贷,长城证券,黄飙,无,2013-03-29
50,煤炭石油：期待经济复苏与风险释放 荐4股,民族证券,李晶,推荐,2013-03-29
51,电气设备：美国电力工业进化之路 荐2股,平安证券,张俊 张海 ,买入,2013-03-29
52,化工：基础化工行业 研究日报,平安证券,鄢祝兵,无,2013-03-29
