,0,1,2,3,4
0,香雪制药：推进精准医疗和饮片业务 买入评级,广发证券,吴文华 罗佳荣 ,买入,2017-03-21
1,熙菱信息：深入布局南疆 买入评级,东北证券,闻学臣 郁琦 ,买入,2017-03-21
2,柳州医药：将借供应链延伸扩大市场份额 买入评级,西南证券,朱国广,买入,2017-03-21
3,华宇软件：切入教育信息化产业 买入评级,东吴证券,郝彪 李�S ,买入,2017-03-21
4,峨眉山A：外延布局增加新亮点 增持评级,国海证券,周玉华,增持,2017-03-21
5,北方国际：看好公司在伊项目履约实现突破 买入评级,安信证券,张龙,买入,2017-03-21
6,中航动力：中长期优质白马标的 买入评级,国信证券,王念春,买入,2017-03-21
7,顾家家居：生产及渠道优势显著 买入评级,广发证券,赵中平 申烨 ,买入,2017-03-21
8,埃斯顿：机器人与智能装备核心部件两大主业驱动快速发展 推荐评级,平安证券,黎�j,推荐,2017-03-21
9,柳州医药：零售终端显著收益处方外流 增持评级,华金证券,徐曼,增持,2017-03-21
10,海能达：海外业务持续扩张 推荐评级,长城证券,赵成,推荐,2017-03-21
11,中国巨石：国改有助提升公司估值 买入评级,申万宏源,宋涛,买入,2017-03-21
12,恺英网络：一季度流水或站稳新台阶 买入评级,东吴证券,张良卫,买入,2017-03-21
13,海油工程：公司有望走出业绩低点 买入评级,西南证券,商艾华,买入,2017-03-21
14,大洋电机：电驱动发展潜力十足 买入评级,华金证券,谭志勇,买入,2017-03-21
15,中天科技：业绩持续高增长 推荐评级,方正证券,马军,推荐,2017-03-21
16,晨光文具：改良渠道迎接消费升级 买入评级,广发证券,赵中平 申烨 ,买入,2017-03-21
17,龙马环卫：环卫龙头业绩稳健 增持评级,东北证券,刘军,增持,2017-03-21
18,信立泰：看好优质仿制药发展带给公司的机遇 增持评级,东吴证券,焦德智,增持,2017-03-21
19,航民股份：期待印染行业大整合而龙头受益 推荐评级,方正证券,程磊,推荐,2017-03-21
20,迎驾贡酒：产品优化+成本降低推动业绩增长 增持评级,国元证券,周家杏,增持,2017-03-21
21,晨光文具：新业务拓展顺利 买入评级,中银国际,杨志威 赵综艺 ,买入,2017-03-21
22,云内动力：公司迎来发展新机遇 买入评级,国信证券,梁超,买入,2017-03-21
23,大洋电机：新能车运营与燃料电池值得期待 增持评级,申万宏源,刘晓宁 韩启明 ,增持,2017-03-21
24,恒逸石化：公司业绩大幅增长 推荐评级,方正证券,韩振国,推荐,2017-03-21
25,西山煤电：业绩弹性大受益于山西国改 买入评级,广发证券,沈涛 安鹏 ,买入,2017-03-21
26,美年健康：大健康平台入口价值值得期待 增持评级,华金证券,徐曼,增持,2017-03-21
27,益生股份：上游弹性仍值得期待 买入评级,广发证券,惠毓伦,买入,2017-03-21
28,平煤股份：中南焦煤之星冉冉升起 买入评级,申万宏源,周泰 刘晓宁 ,买入,2017-03-21
29,哈尔斯：收入维持高增长 买入评级,广发证券,蔡益润 赵中平 ,买入,2017-03-21
30,科大讯飞：AI热潮带动产品推广 谨慎增持评级,广发证券,刘雪峰,谨慎增持,2017-03-21
31,海油工程：新一轮增长值得期待 买入评级,广发证券,罗立波 刘芷君 ,买入,2017-03-21
32,佳发安泰：教育信息化新锐起航 增持评级,安信证券,胡又文,增持,2017-03-21
33,柳州医药：新业务布局逐渐落地 买入评级,国海证券,谭倩,买入,2017-03-21
34,顾家家居：远期结售汇拖累业绩 买入评级,东北证券,唐凯,买入,2017-03-21
35,顾家家居：看好一季度销量增长 推荐评级,银河证券,马莉,推荐,2017-03-21
36,瀚蓝环境：固废提供业绩新增长点 增持评级,国海证券,谭倩,增持,2017-03-21
37,光环新网：并表助力公司年报和Q1业绩快速增长 谨慎增持评级,广发证券,刘雪峰,谨慎增持,2017-03-21
38,中科创达：内生增长力不断增强 增持评级,国元证券,李芬,增持,2017-03-21
39,小康股份：新能源汽车布局可期 增持评级,万联证券,王赵欣,增持,2017-03-21
40,龙蟒佰利：构筑竞争优势 强烈推荐评级,东兴证券,梁博,强烈推荐,2017-03-21
41,友阿股份：未来业绩有望多点开花 增持评级,申万宏源,王俊杰,增持,2017-03-21
42,中科创达：智能车载和智能硬件业务增长迅猛 增持评级,安信证券,胡又文 李小伟 ,增持,2017-03-21
43,顾家家居：蓄力大家居平台 推荐评级,方正证券,韩旭,推荐,2017-03-21
44,三花智控：新兴业务贡献加码 买入评级,联讯证券,王凤华,买入,2017-03-21
45,杭锅股份：主业优化新业务可期 推荐评级,平安证券,朱栋,推荐,2017-03-21
46,合众思壮：自动驾驶布局日趋完善 买入评级,安信证券,胡又文,买入,2017-03-21
47,广誉远：业绩符合预期 推荐评级,东兴证券,张金洋,推荐,2017-03-21
48,埃斯顿：一季度持续高增长 推荐评级,国联证券,马松,推荐,2017-03-21
49,山西焦化：收购中煤华晋的方案等待审核 持有评级,广发证券,沈涛 安鹏 ,持有,2017-03-21
50,西山煤电：期待国企改革红利的释放 推荐评级,银河证券,潘玮,推荐,2017-03-21
51,江苏神通：无锡法兰业绩稳健 推荐评级,国联证券,马松 夏纾雨 ,推荐,2017-03-21
52,广誉远：营销发力助营收快速增长 增持评级,国元证券,金红 邹翠利 ,增持,2017-03-21
53,王府井：区域扩张加快步伐 推荐评级,东兴证券,徐昊,推荐,2017-03-21
54,宁波高发：内生+外延积极布局汽车电子和车联网 推荐评级,方正证券,王永辉,推荐,2017-03-21
55,广誉远：全年业绩高增长 买入评级,西南证券,朱国广 何治力 ,买入,2017-03-21
56,信维通信：新业务打开成长空间 强烈推荐评级,长城证券,赵成,强烈推荐,2017-03-21
57,龙马环卫：服务项目盈利稳步提升 买入评级,申万宏源,刘晓宁 董宜安 ,买入,2017-03-21
58,上海机电：主业保持增长 买入评级,广发证券,罗立波 刘芷君 ,买入,2017-03-21
59,美年健康：多赛道布局医疗服务 买入评级,西南证券,朱国广,买入,2017-03-21
60,益生股份：业绩符合预期 买入评级,中泰证券,陈奇,买入,2017-03-21
61,西山煤电：斜沟矿贡献利润显著 买入评级,中泰证券,笃慧,买入,2017-03-21
62,科林环保：环保与新能源并驾齐驱 增持评级,国海证券,谭倩,增持,2017-03-21
63,西藏药业：静待公司定增项目完成后 强烈推荐评级,方正证券,崔文亮,强烈推荐,2017-03-21
64,外运发展：低毛利出口占据业务增量 推荐评级,国联证券,陈晓,推荐,2017-03-21
65,恺英网络：关注公司泛娱乐持续布局 买入评级,安信证券,焦娟 王中骁 ,买入,2017-03-21
66,广生堂：替诺福韦上市有望大幅改善 买入评级,西南证券,朱国广 何治力 ,买入,2017-03-21
67,正海磁材：业绩表现略超预期 增持评级,华金证券,谭志勇,增持,2017-03-21
68,舒泰神：创新研发稳步推进 推荐评级,东兴证券,张金洋,推荐,2017-03-21
69,联建光电：静待2017年整合营销服务集团细化落实 买入评级,川财证券,冯钦远 欧阳宇剑 ,买入,2017-03-21
70,卫士通：构筑信息安全核心竞争力 买入评级,东吴证券,郝彪,买入,2017-03-21
71,西部超导：国内高端航空钛材的唯一优质供应商 买入评级,联讯证券,彭海,买入,2017-03-21
72,中泰化学：助推业绩大幅增长 买入评级,西南证券,商艾华,买入,2017-03-21
73,超图软件：开启GIS城市规划新空间 买入评级,华金证券,谭志勇,买入,2017-03-21
74,江苏神通：核电业务奠定公司稳定发展基础 增持评级,东北证券,刘军,增持,2017-03-21
75,龙马环卫：内外兼修引领行业 买入评级,广发证券,罗立波 郭鹏 ,买入,2017-03-21
76,正海磁材：钕铁硼盈利提升 买入评级,广发证券,巨国贤 赵鑫 ,买入,2017-03-21
77,信立泰：创新药和生物药产品梯队丰富 买入评级,西南证券,朱国广 陈铁林 ,买入,2017-03-21
78,海大集团：彰显对未来高增长的信心 买入评级,中泰证券,陈奇,买入,2017-03-21
79,三花智控：新业务增长良好 买入评级,广发证券,蔡益润,买入,2017-03-21
80,中科创达：内生增长力不断增强 增持评级,国元证券,李芬,增持,2017-03-21
81,亨通光电：加速转型集成服务商 买入评级,中泰证券,李伟 陈宁玉 ,买入,2017-03-21
82,爱建集团：金控前景可期 买入评级,东吴证券,丁文韬 王维逸 ,买入,2017-03-21
83,中文传媒：新业态构建发展引擎 买入评级,山西证券,徐雪洁,买入,2017-03-21
84,和晶科技：管理层大比例参与彰显信心 买入评级,西南证券,朱芸,买入,2017-03-21
85,招商蛇口：携手武钢 买入评级,广发证券,乐加栋 郭镇 金山 ,买入,2017-03-21
86,中国化学：订单同比大幅增长 买入评级,西南证券,商艾华,买入,2017-03-21
87,恺英网络：16年业绩稳健 17Q1业绩亮眼,方正证券,杨仁文,无,2017-03-20
88,中泰化学：产品涨价助业绩大幅提升 推荐评级,国联证券,马群星,推荐,2017-03-20
89,焦点科技：保险业务猛增长 买入评级,东北证券,闻学臣 郁琦 ,买入,2017-03-20
90,启明星辰：网络安全龙头 增持评级,国信证券,何立中,增持,2017-03-20
91,铁汉生态：频设PPP产业基金推动项目落地 买入评级,广发证券,岳恒宇,买入,2017-03-20
92,小康股份：三驾马车驱动成长 增持评级,西南证券,高翔,增持,2017-03-20
93,三联商社：智能手机业务加厚公司业绩 买入评级,联讯证券,王凤华,买入,2017-03-20
94,微光股份：业绩增长可期 买入评级,西南证券,李佳颖,买入,2017-03-20
95,天沃科技：清洁能源+国防军工 买入评级,中泰证券,王华君,买入,2017-03-20
96,国轩高科：业绩将逐步走高 推荐评级,国联证券,马松,推荐,2017-03-20
97,荣泰健康：IPO助力新征程 买入评级,国元证券,邹翠利,买入,2017-03-20
98,三花智控：业绩表现优异 增持评级,申万宏源,刘迟到 周海晨 ,增持,2017-03-20
99,国轩高科：三元电池有望开启新篇章 买入评级,联讯证券,王凤华,买入,2017-03-20
100,迪安诊断：强化医学诊断综合服务商优势 强烈推荐评级,广证恒生,唐爱金,强烈推荐,2017-03-20
101,北新建材：四季度增速快 买入评级,广发证券,邹戈 谢璐 ,买入,2017-03-20
102,国轩高科：三元产能渐释放促业绩持续增长 买入评级,华金证券,谭志勇,买入,2017-03-20
103,三花智控：筹划发行股份购买资产 强烈推荐评级,中投证券,李超,强烈推荐,2017-03-20
104,峨眉山A：传统+新兴业务多元化看点缤纷 强烈推荐评级,东兴证券,徐昊,强烈推荐,2017-03-20
105,*ST獐岛：摘星脱帽期待突破 增持评级,中泰证券,陈奇,增持,2017-03-20
106,中材国际：2017年国企改革深化或提升业绩 买入评级,东北证券,王小勇,买入,2017-03-20
107,国轩高科：配股融资助力龙头前行 强烈推荐评级,平安证券,朱栋,强烈推荐,2017-03-20
108,中际装备：高速光模块龙头闪亮登场 增持评级,中泰证券,李伟 陈宁玉 ,增持,2017-03-20
109,中储股份：物流地产有序推进 买入评级,广发证券,商田,买入,2017-03-20
110,广生堂：招标降价+研发投入增加拖累公司业绩 推荐评级,方正证券,崔文亮,推荐,2017-03-20
111,深高速：梅林关城市更新项目稳步推进 增持评级,东北证券,王晓艳 瞿永忠 ,增持,2017-03-20
112,中国巨石：两方面警惕 增持评级,中泰证券,黄诗涛,增持,2017-03-20
113,峨眉山A：低基数下有望实现全面反弹 买入评级,申万宏源,孙妍,买入,2017-03-20
114,太原重工：周期底部反转 强烈推荐评级,方正证券,吕娟,强烈推荐,2017-03-20
115,江苏神通：核电后市场业务可期 买入评级,安信证券,王书伟,买入,2017-03-20
116,新大陆：行业整合后质量与排名全超预期的优质成长 买入评级,申万宏源,刘洋 刘智 ,买入,2017-03-20
117,金卡智能：业绩三重推动力汇聚 买入评级,川财证券,王鹏,买入,2017-03-20
118,兴发集团：投资收益提升业绩 推荐评级,国联证券,马群星,推荐,2017-03-20
119,川大智胜：业绩稳定增长 推荐评级,长城证券,周伟佳,推荐,2017-03-20
120,科大讯飞：行业龙头引领发展 买入评级,东吴证券,郝彪,买入,2017-03-20
121,白云山：有望迎来业绩拐点 推荐评级,东兴证券,张金洋,推荐,2017-03-20
122,北巴传媒：充电运营收获在即 增持评级,西南证券,李佳颖,增持,2017-03-20
123,大唐发电：煤化工业务终剥离 轻装上阵再出发,中银国际,李怡棉,无,2017-03-20
124,安徽合力：需求端改善带动公司业绩增长 买入评级,联讯证券,王凤华,买入,2017-03-20
125,飞荣达：扬帆出海 买入评级,华金证券,叶中正,买入,2017-03-20
126,中国神华：超级分红引爆煤炭股价值投资 买入评级,中泰证券,笃慧,买入,2017-03-20
127,长城电脑：打造信息发展新时代 强烈推荐评级,方正证券,安永平,强烈推荐,2017-03-20
128,上海机场：商业租赁占比提升 增持评级,东北证券,瞿永忠 王晓艳 ,增持,2017-03-20
129,鹏起科技：军工业务高成长可期 买入评级,广发证券,赵炳楠 胡正洋 真怡 ,买入,2017-03-20
130,禾丰牧业：东北饲料龙头腾飞 推荐评级,方正证券,杨天明 程一胜 ,推荐,2017-03-20
131,华东科技：转型初现成效 推荐评级,平安证券,刘舜逢,推荐,2017-03-20
132,完美世界：内容+渠道深度融合 推荐评级,华鑫证券,于芳,推荐,2017-03-20
133,富安娜：公司业绩稳健增长 买入评级,广发证券,糜韩杰,买入,2017-03-20
134,中信海直：关注通航产业发展 增持评级,东北证券,瞿永忠 王晓艳 ,增持,2017-03-20
135,中国神华：高额特别股息将支撑短期股价 持有评级,中银国际,刘志成,持有,2017-03-20
136,深高速：环保业务未来可期 买入评级,西南证券,罗月江,买入,2017-03-20
137,立昂技术：助营收业绩持续高速增长 买入评级,东北证券,闻学臣 郁琦 ,买入,2017-03-20
138,北京文化：转型完成业绩改善显著 增持评级,西南证券,刘言,增持,2017-03-20
139,鸿利智汇：车联网雏形初现 强烈推荐评级,平安证券,刘舜逢,强烈推荐,2017-03-20
140,激智科技：量子点薄膜合作NANOSYS及微鲸 增持评级,申万宏源,马晓天,增持,2017-03-20
141,江苏银行：关注资金条线转型升级 推荐评级,平安证券,励雅敏,推荐,2017-03-20
142,天孚通信：产能持续释放增厚未来业绩 推荐评级,长城证券,赵成,推荐,2017-03-20
143,信立泰：二线品种有望发力 推荐评级,方正证券,崔文亮,推荐,2017-03-20
144,塞力斯：全国布局快速推进 推荐评级,长城证券,赵浩然,推荐,2017-03-20
145,柳州医药：受益医药流通业务进一步扩大 强烈推荐评级,广证恒生,唐爱金,强烈推荐,2017-03-20
146,南京港：宏观利好业务稳步前行 增持评级,联讯证券,王凤华,增持,2017-03-20
147,埃斯顿：双核双轮打造智能装备领军企业 强烈推荐评级,长城证券,曲小溪,强烈推荐,2017-03-20
148,齐心集团：SAAS业务业绩亮眼 买入评级,国元证券,李芬,买入,2017-03-20
149,深高速：业务多元化发展顺利 增持评级,申万宏源,陆达,增持,2017-03-20
150,峨眉山A：转让子公司改善业绩 谨慎增持评级,广发证券,安鹏 沈涛 ,谨慎增持,2017-03-20
151,佛慈制药：营销优势改善毛利率水平 买入评级,国海证券,谭倩,买入,2017-03-20
152,王府井：收购春天百货和开元商业 增持评级,申万宏源,王俊杰,增持,2017-03-20
153,新华百货：业务有望稳中有进 中性评级,安信证券,刁博洋,中性,2017-03-20
154,信雅达：金融科技布局前景良好 推荐评级,东兴证券,郑闵钢 喻言 ,推荐,2017-03-20
155,中国神华：归母净利同增40.7% 发布高股息分配方案,开源证券,张月彗,无,2017-03-20
156,长城电脑：平台布局进一步完善 买入评级,东吴证券,郝彪,买入,2017-03-20
157,雷柏科技：外设业务转型有望重新崛起 推荐评级,方正证券,王永辉,推荐,2017-03-20
158,天通股份：声表材料国产化核心 买入评级,国海证券,王凌涛,买入,2017-03-20
159,恺英网络：17年Q1业绩预告超预期 增持评级,中泰证券,康雅雯,增持,2017-03-20
160,天孚通信：新产品逐步放量 增持评级,东北证券,熊军,增持,2017-03-20
161,天赐材料：穿透式布局打造锂电材料新航母 强烈推荐评级,东兴证券,杨若木 刘宇卓 ,强烈推荐,2017-03-20
162,恒华科技：售电侧业务将成为2017年业绩增长的重要引擎 买入评级,联讯证券,王凤华,买入,2017-03-20
163,新道科技：V系产品和分销策略持续发力 归母净利润7056.97万元,广证恒生,赵巧敏,无,2017-03-20
164,信立泰：业绩稳健优质仿制药企业 推荐评级,东兴证券,张金洋,推荐,2017-03-20
165,汇纳科技：线下数据转换器 主业增速稳定,国信证券,何立中,无,2017-03-20
166,峨眉山A：出售万年实业股权增厚投资收益 增持评级,东吴证券,张艺,增持,2017-03-20
167,科大讯飞：多领域业务全面铺开 买入评级,中泰证券,程娇翼,买入,2017-03-20
168,中信国安：扣非后归母净利润继续保持高增长 增持评级,申万宏源,顾海波 何俊锋 ,增持,2017-03-20
169,中储股份：业绩超预期 增持评级,申万宏源,陆达,增持,2017-03-20
170,江苏银行：不良改善可期 买入评级,安信证券,赵湘怀,买入,2017-03-20
