,0,1,2,3,4
0,服装纺织：多因素驱动Q4发力 荐6股,中泰证券,鞠兴海,增持,2017-11-04
1,医疗保健：建议关注创新药 荐7股,广证恒生,唐爱金,无,2017-11-04
2,媒体：关注年底估值切换机会 荐6股,中泰证券,康雅雯,增持,2017-11-04
3,地产：杭州首宗租赁住房地块低价成交 荐3股,川财证券,宋红欣,无,2017-11-04
4,公用事业：推荐关注电力板块 荐2股,川财证券,杨欧雯,无,2017-11-04
5,煤炭石油：关注低估值龙头 荐6股,广发证券,安鹏 沈涛 ,买入,2017-11-04
6,媒体：三季报业绩分化趋势明显 荐31股,安信证券,焦娟,领先大市,2017-11-04
7,半导体、电子设备：关注国产芯片替代的投资机会 荐3股,川财证券,杨欧雯,无,2017-11-04
8,煤炭石油：焦煤无需过度悲观 荐8股,安信证券,周泰,领先大市,2017-11-04
9,钢铁：周策略主产区采暖季限产方案陆续出炉 荐5股,中泰证券,笃慧,增持,2017-11-04
10,医疗保健：积极布局估值切换及创新药领域,川财证券,杨欧雯,无,2017-11-04
11,日常消费品：大众品景气向好 荐13股,安信证券,苏铖,领先大市,2017-11-04
12,电气设备：油耗积分提前两年考核利好电动车 荐17股,东吴证券,曾朵红,增持,2017-11-04
13,化工：盈利能力大幅改善 荐6股,开源证券,李文静,看好,2017-11-04
14,建材：基建板块明显放缓 荐5股,中泰证券,夏天,增持,2017-11-04
15,金融：从盈利改善要增量 荐7股,东北证券,高建,优于大势,2017-11-04
16,日常消费品：大众品景气向好 荐13股,安信证券,苏铖,领先大市,2017-11-04
17,家用电器：三大白电经营分析与估值比较,中信建投,林寰宇,买入,2017-11-03
18,金融：市场交投回暖 三季业绩亮眼,中信建投,赵莎莎,买入,2017-11-03
19,金融：风格切换避险凸显 荐17股,安信证券,赵湘怀,领先大市,2017-11-03
20,造纸印刷包装：品牌助力跨界经营 荐4股,广发证券,申烨,买入,2017-11-03
21,信息科技：后浪未起 荐2股,东北证券,闻学臣,优于大势,2017-11-03
22,交通运输：集运旺季或延迟至Q4 荐3股,申万宏源,陆达,看好,2017-11-03
23,金融：单季度业绩环比改善 荐7股,广发证券,陈福,买入,2017-11-03
24,金融：非息增速降幅超20% 不良生成率降幅趋缓,中信建投,杨荣,增持,2017-11-03
25,信息科技：360拟借壳江南嘉捷回归A股 或成优质中概股回归新起点,平安证券,张冰,中性,2017-11-03
26,家用电器：继续看好一线白马 荐6股,广发证券,曾婵,持有,2017-11-03
27,钢铁：钢材盈利将维持高位 荐5股,广发证券,李莎,买入,2017-11-03
28,工业综合：把握四季度战略配置期 荐9股,中信建投,黎韬扬,增持,2017-11-03
29,钢铁：钢铁行业产量及库存 价格与盈利与估值,广发证券,李莎,买入,2017-11-03
30,商业零售：关注产业链相关投资机会 荐7股,广发证券,洪涛,无,2017-11-03
31,半导体、电子设备：IPHONEX出货推升未来期业绩 荐6股,平安证券,刘舜逢,强于大市,2017-11-03
32,钢铁：每日速递,中泰证券,笃慧,无,2017-11-03
33,公用事业：看好工业环保机遇 荐6股,中泰证券,杨心成,增持,2017-11-03
34,钢铁：几度风雨 荐5股,平安证券,魏伟,强于大市,2017-11-03
35,公用事业：大气污染治理仍是未来重点 荐4股,平安证券,皮秀,强于大市,2017-11-03
36,医疗保健：三季报持续改善 荐8股,国信证券,江维娜,无,2017-11-03
37,医疗保健：创新药大趋势明确 荐7股,中泰证券,江琦,增持,2017-11-03
38,信息科技：通信业三季报分析及投资展望 荐16股,中泰证券,陈宁玉,增持,2017-11-03
39,医疗保健：布局估值切换和经营改善布局估值切换及经营改善 荐7股,中信建投,贺菊颖,买入,2017-11-03
40,公用事业：看好工业环保机遇 荐6股,中泰证券,杨心成,增持,2017-11-03
41,钢铁：10月PMI指数降至52.30% 荐5股,广发证券,李莎,买入,2017-11-03
42,有色金属：钛锰续跌 荐4股,广发证券,巨国贤,买入,2017-11-03
43,医疗保健：把握结构性机会 荐6股,财富证券,陈博,领先大市,2017-11-03
44,金融：市场交投回暖 三季业绩亮眼,中信建投,赵莎莎,买入,2017-11-03
45,工业综合：军工持仓环比下滑 广深地区持仓最多,中信建投,黎韬扬,增持,2017-11-03
46,信息科技：通信业三季报分析及投资展望 荐16股,中泰证券,陈宁玉,增持,2017-11-03
47,医疗保健：创新药大趋势明确 荐7股,中泰证券,江琦,增持,2017-11-03
48,化工：业绩表现靓丽 荐22股,西南证券,商艾华,跟随大市,2017-11-03
49,医疗保健：布局估值切换和经营改善布局估值切换及经营改善 荐7股,中信建投,贺菊颖,买入,2017-11-03
50,医疗保健：三季报持续改善 荐8股,国信证券,江维娜,无,2017-11-03
51,金融：资产质量改善趋势延续 荐7股,广发证券,沐华,买入,2017-11-03
52,家用电器：继续看好一线白马 荐6股,广发证券,曾婵,持有,2017-11-03
53,信息科技：多天线技术开启大规模商用 荐6股,中银国际,吴友文,增持,2017-11-02
54,公用事业：工业环保景气度提升 荐5股,申万宏源,刘晓宁,看好,2017-11-02
55,信息科技：关注真成长投资机会 荐5股,长城证券,周伟佳,中性,2017-11-02
56,有色金属：未来锂电原料价格可期 荐9股,广发证券,巨国贤,买入,2017-11-02
57,医疗保健：创新即特色 荐4股,高华证券,陈子易,无,2017-11-02
58,化工：中巴深海石油领域合作走向深入,川财证券,邱瀚萱,无,2017-11-02
59,服装纺织：四季度值得期待 荐3股,中信建投,张芳,增持,2017-11-02
60,公用事业：张德江在人大作《固废法》报告,川财证券,邱瀚萱,无,2017-11-02
61,公用事业：环保督查倒逼企业升级 危废处理需求短期爆发,莫尼塔,吴静,无,2017-11-02
62,日常消费品：农发行计划提供秋粮收购资金贷款2000亿元,川财证券,杨欧雯,无,2017-11-02
63,信息科技：归母净利增速降幅较大 应收占营收比重提升,广发证券,刘雪峰,持有,2017-11-02
64,金融：央行要求探索金融支持PPP有效模式,川财证券,杨欧雯,无,2017-11-02
65,机械制造：京津冀能源协同发展行动计划近日印发,川财证券,孙灿,无,2017-11-02
66,机械制造：关注煤改气和电的受益行业 荐6股,川财证券,孙灿,无,2017-11-02
67,钢铁：环保部督查重污染天气预案的启动,川财证券,邱瀚萱,无,2017-11-02
68,建材：龙头和优质次新股公司业绩亮眼 荐10股,广发证券,邹戈 谢璐 ,无,2017-11-02
