,0,1,2,3,4
0,包钢稀土：稀土资源的稀缺性凸现公司长期投资价值（2010-11-02）,日信证券,汪华春,增持,2010-11-02
1,民生银行：2010年三季度业绩交流会纪要,长江证券,陈志华,推荐,2010-11-02
2,*ST阿继：佳电股份注入 变身特种电机龙头,方正证券,李俭俭 彭 民 ,无,2010-11-02
3,中天科技：受益新兴产业发展 引领智能电网建设,德邦证券,李项峰 夏根大 ,买入,2010-11-02
4,华东医药：业绩略低于预期 期待后续发展,国信证券,贺平鸽,推荐,2010-11-02
5,中信证券：经纪业务市场份额上升 佣金率下滑,金元证券,曾强,增持,2010-11-02
6,皖通高速：费率上调使得公司处于估值洼地,安信证券,彭倩,增持,2010-11-02
7,中色股份：稀土搬迁进度低于预期,中银国际,乐宇坤,中性,2010-11-02
8,大康牧业：一体化发展的湘西猪业龙头,联合证券,蒋小东 吴晓丹 ,无,2010-11-02
9,东光微电：新股询价报告,长江证券,陈志坚,无,2010-11-02
10,东方海洋：海参规划清晰 业绩和概念俱备,中银国际,刘都,无,2010-11-02
11,盛运股份：战略规划雏形在即 输送环保设备两翼齐飞,长江证券,刘元瑞,推荐,2010-11-02
12,保龄宝：糖价高涨和产能释放双动力驱动业绩爆发,第一创业,巨国贤,买入,2010-11-02
13,超日太阳：产业链较为完整的中型晶硅电池厂商,国都证券,肖世俊,无,2010-11-02
14,国联水产：关注种苗和面向快速消费品的战略布局,宏源证券,胡建军,增持,2010-11-02
15,民生银行：三季度净息差环比下降的主要原因,东北证券,唐亚韫,谨慎推荐,2010-11-02
16,工商银行：2010年三季度业绩交流会纪要,长江证券,陈志华,推荐,2010-11-02
17,建设银行：公布A股配股说明书,中银国际,孙鹏,买入,2010-11-02
18,向日葵：光伏行业新秀 业绩快速增长,国联证券,杨平,推荐,2010-11-02
19,恒瑞医药：主业快速增长 业绩持续飞跃,国信证券,贺平鸽,推荐,2010-11-02
20,云南锗业：锗龙头地位不动摇 继续看好,民生证券,黄玉 滕越 ,推荐,2010-11-02
21,南钢股份：实现整体上市 承诺未来利润,中银国际,乐宇坤,买入,2010-11-02
22,成商集团：业绩改善型公司的优秀典范,长城证券,姚雯琦,推荐,2010-11-02
23,星湖科技：主业加速发展规模快速提升,联合证券,蒋小东 洪婷 逯海燕 ,增持,2010-11-02
24,恒基达鑫：区域石化物流龙头 产能扩张驱动业绩增长,国信证券,高健 郑武 ,无,2010-11-02
25,哈高科：光伏领域新秀 CIGS产业规模化在即,中银国际,韩玲,无,2010-11-02
26,锡业股份：供应紧张推动锡价进一步走强,中银国际,乐宇坤,买入,2010-11-02
27,中兴通讯：前 3 季增速趋缓 外需部分恢复将助重拾上升趋势 但未来无线市场竞争会加剧,湘财证券,周明巍 李莹 ,增持,2010-11-02
28,隆平高科：淡季毛利率小幅上升 静待四季度种子销售旺季,长江证券,乔洋,谨慎推荐,2010-11-01
29,石基信息：执行总裁辞职公告点评――业绩增长稳定 团队大于个人,国联证券,韩星南,推荐,2010-11-01
30,爱尔眼科：股权激励计划公布 行权价41.58元,方正证券,李俭俭 蒯学章 李宇 ,增持,2010-11-01
31,中兴商业：青山遮不住 毕竟东流去,光大证券,唐佳睿,买入,2010-11-01
32,中国中铁：增长持续 空间可期,国信证券,邱波 李遵庆 ,谨慎推荐,2010-11-01
33,兴业银行：中间业务收入快速增长 资产质量基本稳定,国信证券,邱志承,谨慎推荐,2010-11-01
34,京能热电：京泰电厂超预期 集团定位打开成长空间 上调至强烈推荐,平安证券,王凡,强烈推荐,2010-11-01
35,山东黄金：金价前景依然乐观,中银国际,乐宇坤,买入,2010-11-01
36,华鲁恒升：价格低迷吞噬公司利润,东海证券,袁舰波,增持,2010-11-01
37,隆平高科：三季报点评 业绩改善步伐稳定,湘财证券,于青青 徐广福 ,增持,2010-11-01
38,招商银行：息差环比上升 不良持续双降,广发证券,沐华,买入,2010-11-01
