,0,1,2,3,4
0,交通运输：等待超预期出现 荐4股,银河证券,李军,谨慎推荐,2014-06-30
1,交通运输：精选个股 荐4股,国金证券,贺国文,增持,2014-06-30
2,公用事业：消费维持 生产略升,上海证券,冀丽俊,增持,2014-06-30
3,化工：基本面强势凸显 PTA大幅上扬,广证恒生,姚玮 苏培海 ,谨慎推荐,2014-06-30
4,服装纺织：名表零售逐步企稳 荐4股,国信证券,朱元,谨慎推荐,2014-06-30
5,医疗保健：穷则变 荐6股,德邦证券,郑一宁,推荐,2014-06-30
6,媒体：资本助力行业发展 荐3股,国金证券,张燕,增持,2014-06-30
7,工业综合：强军和改革逻辑不变 荐6股,广发证券,真怡 罗立波 ,买入,2014-06-30
8,医疗保健：并购有望成为医药股增长的新方式 荐2股,德邦证券,傅涛 郑一宁 ,无,2014-06-30
9,半导体、电子设备：战略性看好集成电路和汽车电子 荐6股,中投证券,李超,看好,2014-06-30
10,有色金属：关注供给收缩的品种及产品下游需求较为确定的深加工企业 荐6股,山西证券,张旭,无,2014-06-30
11,工业综合：坚持三条主线布局 荐5股,中信建投,高晓春 冯福章 原瑞政 ,增持,2014-06-30
12,信息科技：中恒中长期持续看好 荐1股,国金证券,张帅,增持,2014-06-30
13,日常消费品：关注周期反转龙头 荐4股,山西证券,张旭,无,2014-06-30
14,建材：6月价格环比下跌2.7% 08年以来最弱,华融证券,贺众营,中性,2014-06-30
15,商业零售：6月电商大战明显提升网站访问量,莫尼塔,张晶,无,2014-06-30
16,有色金属：供应收紧驱动价格回升,华安证券,--,增持,2014-06-30
17,医疗保健：调整还在继续 荐8股,中航证券,沈文文,中性,2014-06-30
18,医疗保健：看好业绩增长确定和中报基本面向好的中小市值公司 荐7股 ,方正证券,兰兰,无,2014-06-30
19,金融：央行决定哨声方向 荐2股,长江证券,刘俊,看好,2014-06-30
20,交通运输：冷链物流向标准化迈进 荐4股,西南证券,李慧,跟随大市,2014-06-30
21,机械制造：寻找穿越熊市的行业和优质个股 荐11股,安信证券,邹润芳 王书伟 ,同步大市,2014-06-29
22,旅游酒店：兼顾主题 荐5股 ,中投证券,张镭,看好,2014-06-29
23,金融：创新是方向 荐5股,山西证券,刘小勇,看好,2014-06-29
24,信息科技：主题投资机会不断 荐9股,齐鲁证券,陈运红,增持,2014-06-29
25,半导体、电子设备：半导体行业持续强劲 荐10股,长城证券,袁�b,推荐,2014-06-29
26,钢铁：淡季反弹乏力 荐5股,广发证券,冯刚勇 李莎 ,持有,2014-06-29
27,化工：涤纶产业链产品价格平稳上涨 荐3股,齐鲁证券,燕云,增持,2014-06-29
28,服装纺织：海澜之家列服装家纺类第一 荐4股,安信证券,衡昆,同步大市,2014-06-29
29,信息科技：征信蓝海市场起飞 荐4股,国金证券,郑宏达,增持,2014-06-29
30,信息科技：4G投资再加速 荐11股 ,光大证券,田明华 顾建国 ,买入,2014-06-29
31,化工：新品投放等视角投资机会 荐9股,广发证券,王剑雨,无,2014-06-29
32,信息科技：国家推动信用建设 荐1股,宏源证券,易欢欢,增持,2014-06-29
33,建材：各地稳增长加码 荐5股,宏源证券,王钦 顾益辉 ,中性,2014-06-29
34,信息科技：智慧城市软引擎 荐5股 ,宏源证券,易欢欢,增持,2014-06-29
35,汽车：新能源汽车产业周报六月第14期,中银国际,刘波 游家训 胡毅 ,谨慎增持,2014-06-29
36,日常消费品：提示畜禽风险,民族证券,刘晓峰,看淡,2014-06-29
37,金融：并购催生新格局 荐3股,华泰证券,罗毅 沈娟 陈福 ,增持,2014-06-29
38,交通运输：海西主题进行时 荐3股,宏源证券,瞿永忠 刘攀 王滔 ,增持,2014-06-29
39,日常消费品：优选市场化龙头 荐20股,银河证券,吴立 张婧 ,推荐,2014-06-29
40,日常消费品：继续推荐水产饲料和养殖板块 荐6股,民生证券,王莺,推荐,2014-06-29
41,金融：并购催生新格局 荐3股,华泰证券,罗毅 沈娟 陈福 ,增持,2014-06-29
42,电气设备：看好下半年光伏装机行情和分布式前景 荐2股,方正证券,周紫光,增持,2014-06-29
43,服装纺织：关注即将召开的探路者订货会 荐6股,光大证券,李婕 唐爽爽 ,增持,2014-06-29
44,化工：持续关注供给冲击周期品种 荐5股 ,安信证券,王席鑫 孙琦祥 ,同步大市,2014-06-29
45,金融：保险卸枷等风来 荐1股 ,长江证券,刘俊,看好,2014-06-29
46,信息科技：FDD试验牌照按预期发放继续超配通信板块 荐23股,银河证券,朱劲松,推荐,2014-06-29
47,机械制造：外向型企业弹性值得注意 荐14股,广发证券,罗立波 刘国清 真怡 ,持有,2014-06-29
