,0,1,2,3,4
0,三全食品：基本面改善逻辑确认 买入评级,广发证券,王永锋,买入,2019-12-19
1,双汇发展：高温肉制品周转速度加快 买入评级,申万宏源,吕昌,买入,2019-11-06
2,尚品宅配：整装先驱者 增持评级,申万宏源,屠亦婷,增持,2019-11-05
3,圣邦股份：大客户提供最大增量 增持评级,申万宏源,梁爽,增持,2019-11-05
4,分众传媒：楼宇媒体龙头价值依旧 买入评级,申万宏源,林起贤,买入,2019-11-05
5,爱柯迪：小荷才露尖尖角 买入评级,申万宏源,宋亭亭,买入,2019-11-05
6,中航光电：坚定看好治理改善和科技创新夯实公司中长期发展根基 买入评级,申万宏源,王贺嘉,买入,2019-11-05
7,恒生电子：小幅减持无碍基本面确定加速 买入评级,申万宏源,刘洋,买入,2019-11-05
8,长电科技：公司整合效果逐步显现 增持评级,申万宏源,梁爽,增持,2019-11-05
9,马钢股份：长强板弱下生产倾向长材 中性评级,申万宏源,姚洋,中性,2019-11-04
10,新泉股份：捷达等配套车型开启放量 买入评级,申万宏源,宋亭亭,买入,2019-11-04
11,顺网科技：存储上云到算力上云稳步推进 买入评级,东吴证券,张良卫,买入,2019-10-30
12,苏试试验：延伸半导体市场广阔 买入评级,安信证券,李哲 崔逸凡 ,买入,2019-10-30
13,泰胜风能：出货量增长吨毛利提升 买入评级,东吴证券,曾朵红,买入,2019-10-30
14,拓斯达：毛利率持续提升 增持评级,东北证券,刘军 朱宇航 ,增持,2019-10-30
15,尚品宅配：降本增效效果显著 买入评级,东北证券,唐凯,买入,2019-10-30
16,思创医惠：开展医疗AI合作 买入评级,安信证券,胡又文 凌晨 ,买入,2019-10-30
17,东方通：以中间件为代表的基础软件业务快速增长 增持评级,安信证券,胡又文 徐文杰 ,增持,2019-10-30
18,健帆生物：健帆生物整体经营稳健全年增长可期 买入评级,安信证券,马帅,买入,2019-10-30
19,天源迪科：成为阿里云中台供应商 买入评级,安信证券,胡又文 曹佩 ,买入,2019-10-30
20,科锐国际：利益绑定释放活力 买入评级,东北证券,李慧,买入,2019-10-30
21,景嘉微：积极拓展舰载等领域,东北证券,安永平 陈鼎如 ,买入,2019-10-30
22,尚品宅配：看好公司长期优势 买入评级,广发证券,赵中平,买入,2019-10-30
23,先导智能：看好海外市场带来新的增量 买入评级,东北证券,刘军 张晗 ,买入,2019-10-29
24,华测检测：外延蓄势提振预期,国盛证券,罗政,增持,2019-10-29
25,北信源：安可驱动收入持续高增长 买入评级,国盛证券,刘高畅 安鹏 ,买入,2019-10-29
26,药石科技：看好公司长期产业链纵深发展 增持评级,安信证券,马帅,增持,2019-10-29
27,掌趣科技：产品周期向上 买入评级,广发证券,旷实 朱可夫 ,买入,2019-10-29
28,会畅通讯：毛利率有所提升 买入评级,东北证券,孙树明,买入,2019-10-29
29,广信材料：募投产能投放在即 买入评级,东北证券,王栋,买入,2019-10-29
30,佳发教育：控费效果突出 增持评级,上海证券,周菁,增持,2019-10-29
31,康斯特：稳健成长 审慎推荐评级,华鑫证券,魏旭锟,审慎推荐,2019-10-29
32,当升科技：长期成长依然可期 增持评级,国盛证券,王磊 孟兴亚 ,增持,2019-10-29
33,长盈精密：盈利能力好转 增持评级,德邦证券,雷涛,增持,2019-10-29
34,博思软件：研发费用占比维持高位 买入评级,安信证券,胡又文,买入,2019-10-29
35,顺网科技：推进顺网云PC应用场景扩展 推荐评级,方正证券,姚蕾 杨仁文 ,推荐,2019-10-29
