,0,1,2,3,4
0,中恒集团： 中恒集团（600252） 业绩快速增长可期,渤海证券,马霏霏,无,2010-01-19
1,康缘药业：康缘药业（600557） 甲流受益 产品销售情况超预期,中银国际,贺长明,买入,2010-01-19
2,万力达：产能释放将提升公司业绩,齐鲁证券,冯超,谨慎推荐,2010-01-19
3,亨通光电：预增幅度意料之中 联通集采已启动,东海证券,康志毅,中性,2010-01-19
4,栋梁新材：栋梁新材（002082） 持续扩充产能 提升增长潜力,国联证券,--,推荐,2010-01-19
5,世茂股份：世茂股份09年业绩预增 350%以上 ,中银国际,周路,买入,2010-01-19
6,北京银行：异地扩张稳步推进 费用率或缓慢回升,国信证券,邱志承 谈煊 ,谨慎推荐,2010-01-19
7,海印股份：海印股份(000861）关注公司外延扩张的步伐,银河证券,陈雷,推荐,2010-01-19
8,工商银行：个人金融与银行卡业务专题调研,广发证券,余晓宜,无,2010-01-19
9,世茂股份：世茂股份09 年业绩预增350%以上,中银国际,周路,买入,2010-01-19
10,二重重装：二重重装（601268） 力做世界知名成套装备和铸锻钢基地,齐鲁证券,李将军,无,2010-01-19
11,华能国际：定向增发利在远期,银河证券,邹序元,中性,2010-01-19
12,精艺股份：精艺股份  ―盈利增加依赖产量的提升,国元证券,姚春雷,推荐,2010-01-19
13,北京银行：北京银行（601169） 异地扩张稳步推进 费用率或缓慢回升,国信证券,邱志承 谈煊 ,谨慎推荐,2010-01-19
14,成商集团：稳健进取 快速发展,联合证券,吴红光 李珊珊 耿邦昊 ,增持,2010-01-19
15,中国重汽：新年新气象,世纪证券,--,增持,2010-01-19
16,工商银行：规模领先国内市场 卡质仍有提升空间,国信证券,邱志承 谈煊 ,推荐,2010-01-19
17,东方明珠：东方明珠600832公司调研简  ―世博概念的耀眼明珠,国元证券,邹翠利,中性,2010-01-19
18,桂林旅游：景区提价为公司增发创造更有利条件,中投证券,曾光,推荐,2010-01-19
19,深圳惠程：聚酰亚胺项目将成新的利润增长点,齐鲁证券,冯超,推荐,2010-01-19
20,二重重装：实力雄厚的重型机械国家队,国金证券,董亚光,无,2010-01-19
21,徐工机械：从徐工机械（000425）说起,湘财证券,刘金钵 浦俊懿 ,无,2010-01-19
22,二重重装：大型铸锻件和成套装备行业中的领军者,国联证券,--,无,2010-01-19
23,桂林旅游：桂林旅游（000978） 核心景区提价增厚2010年业绩 维持评级,国信证券,廖绪发 刘智景 ,谨慎推荐,2010-01-19
24,中国西电：国内输变电设备行业兴衰的晴雨表,广发证券,谢军,无,2010-01-19
25,深赤湾A：深赤湾A（000022） 出口超预期增长推动业绩超预期恢复,西南证券,李慧,增持,2010-01-19
26,中国重汽：中国重汽（000951）  新年新气象,世纪证券,--,增持,2010-01-19
27,民生银行：资产质量持续改善 商贷通提升估值预期,国信证券,邱志承 谈煊 ,推荐,2010-01-19
28,栋梁新材：持续扩充产能 提升增长潜力,国联证券,--,推荐,2010-01-19
29,宝钢股份：09 业绩好于预期 权证行权值得期待,国信证券,郑东 秦波 ,推荐,2010-01-19
30,二重重装：二重重装 力做世界知名成套装备和铸锻钢基地,齐鲁证券,李将军,无,2010-01-19
31,扬农化工：扬农化工（600486） 主营产品均进入上升周期,日信证券,祖广平,买入,2010-01-19
32,二重重装：二重重装（601268） 大型铸锻件和成套装备行业中的领军者,国联证券,滕亚兰 赵心 ,无,2010-01-19
33,国投新集：业绩环比回升显著 前景更值得看好,国元证券,--,推荐,2010-01-19
34,康缘药业：甲流受益 产品销售情况超预期,中银国际,贺长明,买入,2010-01-19
35,华能国际：能国际（600011） 定向增发利在远期,银河证券,邹序元,中性,2010-01-19
36,海印股份：海印股份（000861） 关注公司外延扩张的步伐,银河证券,陈雷,推荐,2010-01-19
37,南京中商：南京中商  2010收获季,联合证券,吴红光 耿邦昊 李珊珊 ,增持,2010-01-18
38,中利科技：四大因素促10/11年收入利润超预期增长,国信证券,严平 程锋 ,推荐,2010-01-18
39,东北证券：东北证券（000686） 业绩符合预期 估值渐显优势,国海证券,黄秋菡、桑俊,无,2010-01-18
40,二重重装：二重重装（601268） 重大技术装备的重中之重,安信证券,张仲杰,无,2010-01-18
41,东阳光铝：东阳光铝调研简报,联合证券,叶洮 王茜 孙浩中 ,无,2010-01-18
42,泰尔重工：泰尔重工（002347） 细分行业龙头具有客户优势进口替代市场大,天相投顾,姜生叶,无,2010-01-18
43,桂林旅游：核心景区提价增厚2010年业绩 维持评级,国信证券,廖绪发 刘智景 ,谨慎推荐,2010-01-18
44,潮宏基：优秀的K 金珠宝首饰运营商,世纪证券,吕丽华,无,2010-01-18
45,国脉科技：积极扩张 布局高端服务,渤海证券,张晓亮,买入,2010-01-18
46,宜华木业：宜华木业（600978） 双轮驱动促进业绩的增长,安信证券,郭振举,买入,2010-01-18
47,国脉科技：国脉科技（002093） 积极扩张 布局高端服务,渤海证券,张晓亮,买入,2010-01-18
48,华海药业：华海药业（600521） 迎接沙坦放量与生产转移双重机遇,天相投顾,匡伟,增持,2010-01-18
49,世纪鼎利：世纪鼎利（300050） 快速成长的移动网优方案综合提供商,爱建证券,万阳松,无,2010-01-18
50,青岛软控：轮胎行业景气不减,光大证券,周励谦 裴培 ,买入,2010-01-18
51,招商轮船：运价强势 估值安全,联合证券,范倩蕾,增持,2010-01-18
52,康美药业：康美药业（600518） 增长正在逐渐走向多元化,国元证券,刘斌,推荐,2010-01-18
53,大族激光：发光的不仅仅是LED,安信证券,侯利,买入,2010-01-18
54,新海股份：新海股份（002120） 出口复苏 业绩改善,长城证券,寻春珍,谨慎推荐,2010-01-18
55,中国铝业：09 年业绩预亏点评,国元证券,姚春雷,推荐,2010-01-18
56,太原重工：太原重工--新接订单稳定,中信建投,高晓春,增持,2010-01-18
57,红日药业：红日药业（300026）――双核驱动下的细分市场垄断型企业,大同证券,张宏斌,无,2010-01-18
58,皖新传媒：皖新传媒（601801） 内外扩张拓展成长空间�D�D皖新传媒新股定价报告,长城证券,刘月平,无,2010-01-18
59,华星化工：草甘膦价格持续上扬 企业还将受益中部崛起,中投证券,侯宏森,强烈推荐,2010-01-18
60,三钢闽光：关于三钢闽光控股股东的股东变更及其权益变动报告书的点评,东海证券,吴培文,增持,2010-01-18
61,深圳燃气：深圳燃气（601139） 中规中矩的城市燃气商,国金证券,--,无,2010-01-18
62,华能国际：非公开发行有助于减轻财务费用,湘财证券,吴江 刘昭亮 ,买入,2010-01-18
63,中利科技：中利科技（002309） 四大因素促10/11年收入利润超预期增长,国信证券,严平 程锋 ,推荐,2010-01-18
64,重庆路桥：重庆路桥（600106）,第一创业,李志锐 巨国贤 ,审慎推荐,2010-01-18
65,辉煌科技：辉煌科技（002296） 公司研究-091213 铁路信息化空间广阔（增持）,西南证券,--,无,2010-01-18
66,焦作万方：焦作万方（000612） 焦作万方调研简报,联合证券,叶洮 王茜 张勇 ,中性,2010-01-18
67,长安汽车：长安汽车调研简报 盈利能力看微车,国元证券,闻祥,推荐,2010-01-18
68,五粮液：提价如期到来 利好陆续释放,万联证券,陈荣新,增持,2010-01-18
69,太原重工：太原重工（600169） 调研简报 新接订单稳,中信建投,高晓春,增持,2010-01-18
70,中国国航：中国国航（601111） 控股股东中航集团意向注资15 亿元,天相投顾,李毅,增持,2010-01-18
71,精华制药：精华制药（002349） 特色区域性中药企业,安信证券,赵楠,无,2010-01-18
72,东阳光铝：东阳光铝（600673） 东阳光铝调研简报,联合证券,叶洮 王茜 王茜 ,无,2010-01-18
73,宝钢股份：宝钢股份（600019） 业绩同比下降一成,世纪证券,陆勤,增持,2010-01-18
74,长安汽车：盈利弹性看微车,国元证券,闻祥,推荐,2010-01-18
75,皖新传媒：内外扩张拓展成长空间,长城证券,刘月平,无,2010-01-18
76,外运发展：09年是业绩和业务的双低点,国信证券,孙菲菲,谨慎推荐,2010-01-18
77,福耀玻璃：战略瘦身后进入持续回报期,世纪证券,--,增持,2010-01-18
78,宝钢股份：宝钢股份（600019） 业绩同比下降一成符合预期―09年业绩快报点评,世纪证券,陆勤,增持,2010-01-18
79,中青旅：中青旅(600138.SH)调研报告_维持买入_综合旅游行业,国金证券,毛峥嵘,买入,2010-01-18
80,桂林旅游：桂林旅游（000978） 洼地期提价必将大幅推升业绩,安信证券,苏慧,中性,2010-01-18
81,潮宏基：潮宏基（002345）  优秀的K金珠宝首饰运营商,世纪证券,吕丽华,无,2010-01-18
82,潮宏基：核心价值＝品牌＋设计＋渠道,东莞证券,黄黎明 丁文进 ,无,2010-01-18
83,辉煌科技：辉煌科技（002296） 公司研究-091213 铁路信息化空间广阔（增持）,西南证券,--,无,2010-01-18
84,中信证券：股权出售后长期利益摊薄值得关注,东吴证券,金融地产组,增持,2010-01-18
85,南京中商：2010 收获季,联合证券,吴红光 耿邦昊 ,无,2010-01-18
86,大族激光：大族激光（002008） 发光的不仅仅是LED,安信证券,侯利,买入,2010-01-18
87,福耀玻璃： 福耀玻璃（600660） 调研简报 �C 战略瘦身后进入持续回报期,世纪证券,世纪证券机械设备小组,增持,2010-01-18
88,宁沪高速：宁沪高速（600377） 2009 年车流增长好于预期,国都证券,--,推荐,2010-01-18
89,金瑞科技：金瑞科技（600390） 电解锰为主体 电源新材料为亮点 五矿入主带来想象空间,日信证券,汪华春,增持,2010-01-18
90,五粮液：提价如期到来 利好陆续释放,万联证券,陈荣新,增持,2010-01-18
91,航民股份：增质挖潜保业绩稳健增长,联合证券,汪蓉,增持,2010-01-18
92,金钼股份：钼价有望上涨 公司业绩大幅增长可期,中投证券,张镭 杨国萍 ,推荐,2010-01-18
93,精华制药：精华制药（002349） 特色区域性中药企业,安信证券,赵楠,无,2010-01-18
94,中国铝业：中国铝业  ―09年业绩预亏点评,国元证券,姚春雷,推荐,2010-01-18
95,重庆路桥：关注南光入主带来的机会,第一创业,李志锐 巨国贤 ,审慎推荐,2010-01-18
96,康美药业：增长正在逐渐走向多元化,国元证券,刘斌,推荐,2010-01-18
97,宝钢股份：宝钢股份（600019）步入业绩稳定恢复期,长江证券,刘元瑞,推荐,2010-01-18
98,焦作万方：焦作万方（000612） 焦作万方调研简报,联合证券,叶洮 王茜 张勇 ,中性,2010-01-18
99,焦作万方：焦作万方调研简报,联合证券,叶洮 王茜 张勇 ,中性,2010-01-18
100,二重重装：二重重装（601268） 中国重大技术装备国产化基地,国都证券,--,推荐,2010-01-18
101,长安汽车：盈利弹性看微车,国元证券,闻祥,推荐,2010-01-18
102,卧龙电气：卧龙电气(600580) 业绩大幅增长 符合预期,天相投顾,--,增持,2010-01-18
103,平煤股份：平煤股份（601666） 调研简报 2010年几无增量 只看价格,东兴证券,谭可,推荐,2010-01-18
104,桂林旅游：核心景区提价增厚2010年业绩 维持评级,国信证券,廖绪发 刘智景 ,谨慎推荐,2010-01-18
105,世纪鼎利：世纪鼎利（300050） 快速成长的移动网优方案综合提供商,爱建证券,万阳松,无,2010-01-18
106,潮宏基：潮宏基（002345） 核心价值＝品牌＋设计＋渠道,东莞证券,黄黎明 丁文进 ,无,2010-01-18
107,宜华木业：宜华木业（600978） 双轮驱动促进业绩的增长,安信证券,郭振举,买入,2010-01-18
108,二重重装：二重重装（601268） 重大技术装备的重中之重,安信证券,张仲杰,无,2010-01-18
109,东阳光铝：东阳光铝调研简报,联合证券,叶洮 王茜 孙浩中 ,无,2010-01-18
110,三钢闽光：三钢闽光（002110） 关于三钢闽光控股股东的股东变更及其权益变动报告书的点评,东海证券,吴培文,增持,2010-01-18
