,0,1,2,3,4
0,达安基因：应该战略性配置的投资标的 推荐评级,东兴证券,宋凯,强烈推荐,2014-03-31
1,桂林旅游：短期难言反转 持有评级,中银国际,--,持有,2014-03-31
2,东江环保：长期增长潜力依旧 买入评级,德邦证券,何俊锋,买入,2014-03-31
3,康缘药业：期待14年银杏内酯放量 买入评级,西南证券,朱国广,买入,2014-03-31
4,美的集团：持续改善可期 推荐评级,东兴证券,李常,推荐,2014-03-31
5,民生银行：不良存在压力 增持评级,民族证券,于娃丽,增持,2014-03-31
6,宝钢股份：公司13年扣非后净利润同比增长43% 买入评级,瑞银证券,孙旭 密叶舟 ,买入,2014-03-31
7,招商银行：公司加速转型 推荐评级,平安证券,励雅敏 黄耀锋 王宇轩 ,推荐,2014-03-31
8,硕贝德：天线和无线充电业务稳步推进 推荐评级,长城证券,袁�b 王霆 ,推荐,2014-03-31
9,青岛金王：悠可成长性可期 推荐评级,国信证券,朱元,推荐,2014-03-31
10,潍柴动力：提升发动机性价比或是未来战略选择 推荐评级,平安证券,彭勇 余兵 王德安 ,推荐,2014-03-31
11,招商银行：不良表现稳健 谨慎推荐评级,银河证券,黄斌辉,谨慎推荐,2014-03-31
12,荣盛发展：稳定布局发展 买入评级,广发证券,乐加栋,买入,2014-03-31
13,苏宁云商：转型之路道阻且长 增持评级,民族证券,张丽华,增持,2014-03-31
14,石基信息：石基生态系统建立 买入评级,广发证券,刘雪峰 康健 惠毓伦 ,买入,2014-03-31
15,上海医药：医药分销稳定增长 增持评级,安信证券,邹敏 叶寅 吴永强 ,增持,2014-03-31
16,天士力：白马奔腾依旧 买入评级,安信证券,邹敏 叶寅 吴永强 ,买入,2014-03-31
17,海螺水泥：2014年值得期待 推荐评级,东北证券,解文杰,推荐,2014-03-31
18,新开普：一卡通先行者蓄势待发 强烈推荐评级,平安证券,符健,强烈推荐,2014-03-31
19,香雪制药：中药一体化日渐清晰 谨慎推荐评级,东莞证券,黄凡,谨慎推荐,2014-03-31
20,亚太股份：ABS业务拓展缓慢 增持评级,西南证券,徐永超,增持,2014-03-31
21,上海机场：业绩符合预期 增持评级,安信证券,汪立,增持,2014-03-31
22,青岛金王：化妆品业务是公司的未来 推荐评级,长城证券,杨超 余���� 凌学良 ,推荐,2014-03-31
23,人福医药：从一枝独秀到百花齐放的医药细分市场领导者 买入评级,广发证券,贺菊颖,买入,2014-03-31
24,盛达矿业：采选矿积极扩张 谨慎增持评级,广发证券,巨国贤 吴怡平 ,谨慎增持,2014-03-31
25,东华科技：看好公司今年反转向上机会 强烈推荐评级,中投证券,李凡,强烈推荐,2014-03-31
26,广联达：通过并购进一步完善产业生态链 买入评级,中信建投,吕江峰 刘泽晶 ,买入,2014-03-31
27,上海机场：中期成长基因不改 推荐评级,长江证券,韩轶超,推荐,2014-03-31
28,步步高：全力推进O2O全渠道战略 谨慎买入评级,中银国际,唐佳睿 梁江泽 ,谨慎买入,2014-03-31
29,碧水源：经营性现金流大幅改善 推荐评级,华融证券,俞鹏程,推荐,2014-03-31
30,中兴通讯：14年业绩高增长可期 买入评级,广发证券,梁�D,买入,2014-03-31
31,桑德环境：资源回收利用成为新增长点 买入评级,中银国际,李文宾,买入,2014-03-31
32,唐山港：受益京津冀一体化 增持评级,安信证券,汪立,买入,2014-03-31
33,海通证券：信用交易优势延续 买入评级,开源证券,田渭东,买入,2014-03-31
34,宝钢股份：长期提升管理层积极性 买入评级,瑞银证券,孙旭 密叶舟 ,买入,2014-03-31
35,建设银行：看好较强资本及拨备实力 买入评级,瑞银证券,甘宗卫 翁睛晶 ,买入,2014-03-31
36,紫金矿业：成本急剧上升 中性评级,西南证券,兰可,中性,2014-03-31
37,中电远达：外延式扩张值得期待 买入评级,西南证券,王恭哲,买入,2014-03-31
38,一汽轿车：14年SUV产品将继续给力 买入评级,群益证券,韩伟琪,买入,2014-03-31
39,中国神华：13年每股拟派现0.91元 买入评级,广发证券,沈涛,买入,2014-03-31
40,中国太保：财险综合成本继续上升空间有限 买入评级,广发证券,李聪 曹恒乾 张黎 ,买入,2014-03-31
41,华域汽车：预计内生增长黯淡 中性评级,高华证券,杨一朋,中性,2014-03-31
42,中国北车：全年营收实现正增长 推荐评级,东北证券,吴江涛,推荐,2014-03-31
43,天士力：核心品种快速增长 买入评级,广发证券,贺菊颖 董凯 ,买入,2014-03-31
44,桂林旅游：治理机制影响公司活力 谨慎推荐评级,国信证券,曾光 钟潇 ,谨慎推荐,2014-03-31
45,奥飞动漫：收购获批 游戏在微信平台推出 ,高华证券,廖绪发 方竹静 刘智景 ,无,2014-03-31
46,光明乳业：明星产品发力驱动公司收入较快增长 增持评级,安信证券,苏青青,增持,2014-03-31
47,中科三环：关注新能源汽车拉动 买入评级,瑞银证券,林浩祥 王琛 ,买入,2014-03-31
48,中远航运：四季度业绩弹性并不显著 推荐评级,银河证券,范倩蕾 李军 周晔 ,推荐,2014-03-31
49,瀚蓝环境：收购创冠环保实现全国布局 买入评级,民族证券,李晶,买入,2014-03-31
50,恒宝股份：业绩维持高增长态势 推荐评级,长江证券,陈志坚 胡路 ,推荐,2014-03-31
51,深圳燃气：期待今年电厂客户业务出现转机 增持评级,民族证券,齐求实 黄景文 ,增持,2014-03-31
52,中国神华：业绩符合预期 买入评级,中信建投,王�t佳 李俊松 ,买入,2014-03-31
53,汉钟精机：业绩符合预期 谨慎买入评级,中银国际,张君平 许民乐 ,谨慎买入,2014-03-31
54,云南旅游：旅游产业链逐渐成形 增持评级,华泰证券,薛蓓蓓 程远 ,增持,2014-03-31
55,钢研高纳：看好其成长性 推荐评级,东莞证券,李隆海,推荐,2014-03-31
56,交通银行：交通银行的不良贷款余额为343.10亿元 推荐评级,东北证券,唐亚韫,推荐,2014-03-31
57,众生药业：基药放量及三七降价带来业绩弹性 谨慎推荐评级,东北证券,刘林,谨慎推荐,2014-03-31
58,建设银行：净息差同比轻微下降 谨慎推荐评级,东北证券,唐亚韫,谨慎推荐,2014-03-31
59,奥瑞金：金属包装空间大 买入评级,安信证券,张妮,买入,2014-03-31
60,顾地科技：2014年受益新产品推广有望大幅改善 推荐评级,长江证券,范超,推荐,2014-03-31
61,保利地产：毛利略有下降 推荐评级,长江证券,刘俊,推荐,2014-03-31
62,*ST鞍钢：全年如期扭亏 中性评级,华泰证券,陈雳,中性,2014-03-31
63,广联达：公司有望持续快速增长 买入评级,中信建投,吕江峰 刘泽晶 ,买入,2014-03-31
64,平高电气：打造全系列开关航母 买入评级,群益证券,赖�錾�,买入,2014-03-31
65,涪陵榨菜：关注新品推广情况 增持评级,中信建投,黄付生,增持,2014-03-31
66,上汽集团：业绩高于预期 买入评级,高华证券,杨一朋,买入,2014-03-31
67,华新水泥：促进长期发展 买入评级,中银国际,董馨谣 李攀 ,买入,2014-03-31
68,隆平高科：资源配置效率将大幅提升 推荐评级,东兴证券,吴桢培,推荐,2014-03-31
69,中国太保：寿险业务转型成效渐显 买入评级,华泰证券,陈福 华莎 ,买入,2014-03-31
70,威海广泰：大消防板块步入成熟期 推荐评级,长江证券,李佳,推荐,2014-03-31
71,中兴商业：收入端未见改善趋势 持有评级,中银国际,唐佳睿 梁江泽 ,持有,2014-03-31
72,上汽集团：提振上汽新能源车业务 推荐评级,长江证券,章诚,推荐,2014-03-30
73,华峰氨纶：行业景气有望持续 增持评级,民族证券,黄景文 齐求实 ,增持,2014-03-30
74,香雪制药：饮片业务是发展重点 增持评级,方正证券,刘亚明,增持,2014-03-30
75,天玑科技：成立合资公司数据库一体机再获突破 买入评级,安信证券,胡又文,买入,2014-03-30
76,苏宁云商：关注业务转型带来盈利模式的拓展 增持评级,安信证券,魏立,增持,2014-03-30
77,美的集团：盈利能力稳步提升 推荐评级,长城证券,朱政,推荐,2014-03-30
78,东风科技：汽车电子业务快速增长 买入评级,宏源证券,何亚东,买入,2014-03-30
79,华仪电气：2014年业绩望数倍增长 强烈推荐评级,东兴证券,侯建峰 弓永峰 ,强烈推荐,2014-03-30
80,云南锗业：公司2013年营业收入本年度较上年度增长115.87% 推荐评级,国元证券,胡德全,推荐,2014-03-30
81,中电远达：环保业务发力有助业绩释放 推荐评级,长江证券,邓莹,推荐,2014-03-30
82,双汇发展：将提高业绩增长确定性并驱动估值回升 强烈推荐评级,中投证券,蒋鑫,强烈推荐,2014-03-30
83,中国神华：高股息率期待价值重估 推荐评级,长江证券,葛军,推荐,2014-03-30
84,登海种业：业绩持续增长 推荐评级,长江证券,陈佳,推荐,2014-03-30
85,唐人神：种猪亏损拖累公司业绩下滑 买入评级,齐鲁证券,谢刚,买入,2014-03-30
86,科华恒盛：新能源及数据中心成新增长点 强烈推荐评级,广证恒生,姚玮,强烈推荐,2014-03-30
87,华新水泥：飞点布局高盈利地区 买入评级,光大证券,陈浩武,买入,2014-03-30
88,民生银行：两小战略突出 增持评级,中航证券,杨鹏飞,无,2014-03-30
89,民生银行：资本内生增长 推荐评级,长江证券,刘俊,推荐,2014-03-30
90,汉钟精机：经营质量优良 买入评级,广发证券,罗立波 真怡 董亚光 ,买入,2014-03-30
91,中电远达：扣非净利润增长1.2倍 买入评级,广发证券,郭鹏 沈涛 安鹏 ,买入,2014-03-30
92,南方航空：行业景气回落致净利润下滑 谨慎推荐评级,银河证券,李军,谨慎推荐,2014-03-30
93,海陆重工：2014年高增长可期 推荐评级,国联证券,赵心,推荐,2014-03-30
94,上海机场：内航外线收费上调等多因素促利润快速增长 推荐评级,银河证券,李军,推荐,2014-03-30
95,中新药业：管理持续向好 买入评级,中航证券,赵浩然,买入,2014-03-30
96,中国中铁：二次创业迎新发展 买入评级,宏源证券,鲍荣富 傅盈 ,买入,2014-03-30
97,紫金矿业：公司蓄力待时 中性评级,华泰证券,陆冰然 刘敏达 ,中性,2014-03-30
98,中文传媒：四大板块支撑业绩 增持评级,山西证券,张旭,增持,2014-03-30
99,峨眉山A：否极泰来迎买点 推荐评级,国信证券,曾光 钟潇 ,推荐,2014-03-30
100,苏宁云商：仍需观察公司战略执行能力 谨慎增持评级,广发证券,欧亚菲,谨慎增持,2014-03-30
101,上海机场：自贸区及迪斯尼将是未来主要增长引擎 增持评级,华泰证券,高梁宇,增持,2014-03-30
102,深圳能源：煤价下跌推动公司盈利提升好于预期 推荐评级,东兴证券,刘斐,推荐,2014-03-30
103,登海种业：业绩表现优异 买入评级,齐鲁证券,谢刚 张俊宇 ,买入,2014-03-30
104,涪陵榨菜：新市场将助力收入快速增长 推荐评级,长江证券,王奇玮,推荐,2014-03-30
105,沙隆达A：静待戴维斯双击 买入评级,宏源证券,王席鑫 孙琦祥 ,买入,2014-03-30
106,三安光电：战略意义重大 买入评级,齐鲁证券,陈运红,买入,2014-03-30
107,美盈森：再度颠覆行业竞争法则 买入评级,光大证券,姜浩,买入,2014-03-30
108,华新水泥：股价基本反映悲观预期 推荐评级,中投证券,李凡,推荐,2014-03-30
109,杰瑞股份：前景仍可期 买入评级,方正证券,黄立权 曲小溪 ,买入,2014-03-30
110,东华科技：未来快速增长仍可期 增持评级,安信证券,李孔逸,增持,2014-03-30
111,特变电工：新能源及海外工程渐入佳境 强烈推荐评级,广证恒生,姚玮,强烈推荐,2014-03-30
112,锦江股份：拓展新品牌夯实成长基础 增持评级,国金证券,苏超,增持,2014-03-30
113,奥瑞金：新项目陆续投产 买入评级,国金证券,周文波,买入,2014-03-30
114,深圳燃气：积极变化迎接发展逆境 谨慎推荐评级,长江证券,邓莹,谨慎推荐,2014-03-30
115,广联达：技术储备先人一步 推荐评级,长江证券,马先文,推荐,2014-03-30
116,捷成股份：音视频市场仍有大空间 推荐评级,长江证券,马先文,推荐,2014-03-30
117,城投控股：地产业务销售超预期 强烈推荐评级,长城证券,苏绪盛,强烈推荐,2014-03-30
118,宏源证券：自营稳定性待提升 谨慎推荐评级,长江证券,刘俊,谨慎推荐,2014-03-30
119,赛轮股份：打造以品质和效率为核心的国际化胎企 买入评级,国金证券,刘波,买入,2014-03-30
120,苏宁云商：关注业务转型带来盈利模式的拓展 增持评级,安信证券,魏立,增持,2014-03-30
121,天玑科技：成立合资公司数据库一体机再获突破 买入评级,安信证券,胡又文,买入,2014-03-30
122,中国神华：高股息率期待价值重估 推荐评级,长江证券,葛军,推荐,2014-03-30
123,奥瑞金：新项目陆续投产 买入评级,国金证券,周文波,买入,2014-03-30
124,锦江股份：拓展新品牌夯实成长基础 增持评级,国金证券,苏超,增持,2014-03-30
125,特变电工：新能源及海外工程渐入佳境 强烈推荐评级,广证恒生,姚玮,强烈推荐,2014-03-30
126,中国神华：抗风险优势凸显 买入评级,齐鲁证券,刘昭亮 李超 ,买入,2014-03-30
127,华新水泥：中期关注环保协同处置业务进展 推荐评级,长江证券,范超,推荐,2014-03-30
128,中国北车：业绩快速增长 买入评级,广发证券,罗立波 真怡 董亚光 ,买入,2014-03-30
129,汉钟精机：经营质量优良 买入评级,广发证券,罗立波 真怡 董亚光 ,买入,2014-03-30
130,中电远达：扣非净利润增长1.2倍 买入评级,广发证券,郭鹏 沈涛 安鹏 ,买入,2014-03-30
131,南方航空：行业景气回落致净利润下滑 谨慎推荐评级,银河证券,李军,谨慎推荐,2014-03-30
132,登海种业：业绩表现优异 买入评级,齐鲁证券,谢刚 张俊宇 ,买入,2014-03-30
133,赛轮股份：打造以品质和效率为核心的国际化胎企 买入评级,国金证券,刘波,买入,2014-03-30
134,卫星石化：SAP将做大做强 强烈推荐评级,东兴证券,杨伟,强烈推荐,2014-03-30
135,中国太保：财产险承保须持续关注 增持评级,国金证券,贺国文,增持,2014-03-30
136,奥瑞金：拓展二片罐市场 推荐评级,国元证券,李茂娟,推荐,2014-03-30
137,华峰氨纶：行业景气有望持续 增持评级,民族证券,黄景文 齐求实 ,增持,2014-03-30
138,上汽集团：提振上汽新能源车业务 推荐评级,长江证券,章诚,推荐,2014-03-30
139,上海机场：自贸区及迪斯尼将是未来主要增长引擎 增持评级,华泰证券,高梁宇,增持,2014-03-30
140,东风汽车：盈利能力拐点已现 推荐评级,东兴证券,张洪磊,推荐,2014-03-29
141,正邦科技：静待下半年猪价反转 推荐评级,银河证券,吴立 张婧 ,推荐,2014-03-29
142,惠博普：确保公司未来增长 推荐评级,东兴证券,弓永峰,推荐,2014-03-29
